#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         1.9         1.9           0
           2     1.89998     1.89999 6.05272e-06
           3     1.89993     1.89997  1.6786e-05
           4     1.89985     1.89994 2.99142e-05
           5     1.89973      1.8999 4.50713e-05
           6     1.89957     1.89984 6.20192e-05
           7     1.89939     1.89978 8.05911e-05
           8     1.89916      1.8997 0.000100663
           9     1.89891     1.89961 0.000122138
          10     1.89862     1.89951 0.000144941
          11     1.89829      1.8994 0.000169009
          12     1.89793     1.89928 0.000194293
          13     1.89754     1.89915 0.000220749
          14     1.89711       1.899 0.000248344
          15     1.89664     1.89884 0.000277049
          16     1.89614     1.89867  0.00030684
          17     1.89561     1.89849 0.000337698
          18     1.89503      1.8983 0.000369606
          19     1.89443      1.8981 0.000402553
          20     1.89378     1.89788 0.000436529
          21     1.89309     1.89765 0.000471526
          22     1.89237     1.89741  0.00050754
          23     1.89161     1.89716 0.000544566
          24     1.89081      1.8969 0.000582605
          25     1.88997     1.89662 0.000621657
          26     1.88909     1.89633 0.000661718
          27     1.88817     1.89603 0.000702787
          28     1.88721     1.89571 0.000744866
          29     1.88621     1.89539  0.00078796
          30     1.88517     1.89505 0.000832081
          31     1.88408     1.89469 0.000877241
          32     1.88294     1.89432 0.000923443
          33     1.88177     1.89394 0.000970687
          34     1.88055     1.89355  0.00101898
          35     1.87928     1.89314  0.00106835
          36     1.87796     1.89272   0.0011188
          37      1.8766     1.89228  0.00117033
          38     1.87519     1.89184  0.00122297
          39     1.87372     1.89137  0.00127674
          40     1.87221     1.89089  0.00133165
          41     1.87064      1.8904  0.00138772
          42     1.86902     1.88989  0.00144498
          43     1.86735     1.88936  0.00150343
          44     1.86562     1.88883   0.0015631
          45     1.86384     1.88827  0.00162402
          46     1.86199      1.8877  0.00168619
          47     1.86009     1.88711  0.00174965
          48     1.85813     1.88651   0.0018144
          49      1.8561     1.88589  0.00188048
          50     1.85402     1.88525  0.00194791
          51     1.85187     1.88459   0.0020167
          52     1.84965     1.88392  0.00208687
          53     1.84737     1.88323  0.00215847
          54     1.84502     1.88253  0.00223151
          55      1.8426      1.8818  0.00230601
          56      1.8401     1.88105  0.00238201
          57     1.83754     1.88029  0.00245952
          58      1.8349     1.87951  0.00253858
          59     1.83219     1.87871   0.0026192
          60     1.82939     1.87788  0.00270142
          61     1.82653     1.87704  0.00278525
          62     1.82358     1.87618  0.00287072
          63     1.82055      1.8753  0.00295786
          64     1.81743     1.87439   0.0030467
          65     1.81423     1.87347  0.00313726
          66     1.81095     1.87252  0.00322957
          67     1.80757     1.87155  0.00332366
          68     1.80411     1.87056  0.00341956
          69     1.80055     1.86954  0.00351729
          70      1.7969     1.86851   0.0036169
          71     1.79316     1.86745  0.00371839
          72     1.78932     1.86636  0.00382181
          73     1.78537     1.86525  0.00392718
          74     1.78133     1.86412  0.00403452
          75     1.77719     1.86296  0.00414386
          76     1.77295     1.86177  0.00425522
          77      1.7686     1.86056  0.00436863
          78     1.76414     1.85933  0.00448411
          79     1.75958     1.85806  0.00460168
          80     1.75491     1.85678  0.00472137
          81     1.75013     1.85546  0.00484318
          82     1.74524     1.85411  0.00496715
          83     1.74023     1.85274  0.00509329
